80 120
0 0 E
0 1 SNW
0 2 EN
0 3 ENW
0 5 EN
0 6 ENW
0 7 ENW
0 8 SNW
0 9 SN
0 10 EN
0 11 ENW
0 12 ENW
0 13 ENW
0 14 SNW
0 15 SN
0 17 SN
0 18 EN
0 24 EN
0 26 SN
0 27 EN
0 30 ESN
0 31 SNW
0 33 SN
0 34 ESN
0 35 SNW
0 36 EN
0 38 SN
0 39 ESN
0 41 ESN
0 42 ENW
0 44 EN
0 45 ENW
0 47 ESN
0 48 ENW
0 50 ESN
0 51 ENW
0 53 SN
0 55 SN
0 56 EN
0 57 SNW
0 58 SN
0 59 SN
0 60 EN
0 61 SNW
0 62 SN
0 63 EN
0 64 ENW
0 66 SN
0 68 EN
0 69 SNW
0 71 EN
0 72 ENW
0 74 ESN
0 75 SNW
0 77 SN
0 78 SN
0 79 EN
0 80 ENW
0 81 SNW
0 83 ESN
0 84 SNW
0 85 EN
0 87 EN
0 88 SNW
0 89 EN
0 90 ENW
0 91 SNW
0 92 EN
0 94 ESN
0 95 ENW
0 96 SNW
0 98 SN
0 100 EN
0 101 ENW
0 102 SNW
0 103 SN
0 106 ESN
0 107 SNW
0 108 SN
0 109 EN
0 111 SN
0 113 EN
0 115 ESN
0 116 SNW
0 117 EN
0 118 ENW
0 119 ENW
1 1 SN
1 2 E
1 4 ES
1 7 ES
1 8 SNW
1 10 ES
1 11 SW
1 12 S
1 13 E
1 14 ENW
1 15 SNW
1 16 ES
1 18 S
1 19 ES
1 20 EW
1 21 ESW
1 22 EW
1 23 EW
1 24 ESW
1 25 ESW
1 26 ENW
1 28 ES
1 29 EW
1 30 ENW
1 31 SNW
1 33 ESN
1 34 SNW
1 35 EN
1 37 ES
1 38 ENW
1 40 ES
1 42 ES
1 43 EW
1 44 SW
1 45 E
1 46 EW
1 47 ENW
1 48 EW
1 49 EW
1 51 ES
1 53 EN
1 54 ESW
1 56 ES
1 57 SNW
1 58 EN
1 60 ES
1 61 ENW
1 62 ENW
1 64 E
1 65 EW
1 66 SNW
1 67 ES
1 68 ESW
1 69 SNW
1 70 ES
1 72 S
1 73 S
1 75 EN
1 77 ESN
1 79 ES
1 80 SW
1 82 S
1 84 SN
1 85 E
1 86 ESW
1 87 EW
1 89 ES
1 90 SW
1 91 EN
1 92 SW
1 94 ESN
1 95 EW
1 96 ENW
1 97 ESW
1 98 SNW
1 99 E
1 100 SW
1 101 S
1 102 ESN
1 104 E
1 106 SN
1 107 SN
1 108 EN
1 109 SW
1 110 E
1 112 ES
1 113 ESW
1 114 EW
1 115 ENW
1 117 S
1 118 E
1 119 EW
2 0 SW
2 1 EN
2 2 ESW
2 4 EN
2 5 EW
2 7 ESN
2 9 S
2 10 EN
2 14 S
2 15 SN
2 16 SN
2 17 ES
2 19 SN
2 20 E
2 21 SNW
2 22 ES
2 23 SW
2 24 SN
2 25 ESN
2 27 ES
2 28 ENW
2 29 EW
2 30 SW
2 32 S
2 33 ESN
2 35 E
2 36 EW
2 38 ES
2 39 EW
2 40 SNW
2 42 SN
2 43 ES
2 44 SNW
2 45 ES
2 46 EW
2 47 SW
2 48 E
2 50 ES
2 52 ES
2 53 ESW
2 54 SNW
2 55 E
2 56 ENW
2 57 SNW
2 59 ES
2 60 ENW
2 61 SW
2 62 E
2 63 ESW
2 64 SW
2 65 E
2 67 ESN
2 68 SNW
2 69 EN
2 70 SNW
2 71 ES
2 72 SNW
2 74 ES
2 75 SW
2 76 S
2 77 ESN
2 78 ESW
2 79 SNW
2 80 SN
2 81 E
2 82 ENW
2 83 ESW
2 84 SNW
2 85 E
2 86 ENW
2 89 ESN
2 90 ENW
2 91 EW
2 93 ES
2 94 ENW
2 95 SW
2 96 S
2 97 EN
2 99 ES
2 100 ENW
2 101 SNW
2 102 EN
2 103 ESW
2 104 ESW
2 105 SW
2 106 EN
2 108 S
2 110 ES
2 111 EW
2 112 SNW
2 113 EN
2 114 EW
2 115 SW
2 116 ES
2 118 S
2 119 E
3 1 E
3 2 ENW
3 3 EW
3 4 ESW
3 5 EW
3 7 ESN
3 8 SW
3 9 EN
3 10 ESW
3 11 ESW
3 12 ESW
3 13 SW
3 15 ESN
3 16 ENW
3 17 ENW
3 18 ESW
3 19 ENW
3 20 SW
3 21 EN
3 24 SN
3 25 ESN
3 26 EW
3 28 S
3 31 ES
3 33 ESN
3 34 EW
3 35 SW
3 36 S
3 37 ES
3 38 SNW
3 39 S
3 41 S
3 42 SN
3 43 ESN
3 45 ESN
3 46 EW
3 47 SNW
3 48 E
3 49 SW
3 50 SN
3 51 ES
3 53 SN
3 55 S
3 56 ES
3 57 ENW
3 59 SN
3 61 ESN
3 62 SW
3 64 ESN
3 65 SW
3 67 SN
3 68 SN
3 69 E
3 71 ESN
3 73 ES
3 74 SNW
3 75 SN
3 76 SN
3 77 SN
3 79 EN
3 80 SNW
3 82 ES
3 84 ESN
3 86 ES
3 87 ESW
3 88 SW
3 91 ES
3 92 EW
3 93 ENW
3 94 EW
3 95 ENW
3 97 S
3 98 ES
3 99 ENW
3 101 ESN
3 103 ESN
3 104 SNW
3 105 SN
3 106 E
3 107 SW
3 108 EN
3 109 SW
3 110 ESN
3 111 ESW
3 112 SNW
3 116 ESN
3 118 EN
3 119 ESW
4 0 ESW
4 2 E
4 3 SW
4 4 EN
4 5 ESW
4 7 ESN
4 9 ES
4 10 SNW
4 11 SN
4 12 EN
4 13 ENW
4 14 SW
4 15 SN
4 16 S
4 17 S
4 18 EN
4 19 SW
4 21 E
4 22 ESW
4 23 SW
4 25 ESN
4 26 ESW
4 27 EW
4 28 SNW
4 29 ES
4 30 ESW
4 31 SNW
4 33 ESN
4 35 SN
4 36 EN
4 37 ENW
4 38 ENW
4 39 SNW
4 41 SN
4 43 SN
4 44 S
4 45 SN
4 47 SN
4 49 SN
4 51 ESN
4 52 EW
4 54 ES
4 55 ENW
4 56 ENW
4 58 S
4 59 ESN
4 60 SW
4 62 SN
4 63 S
4 64 ESN
4 66 E
4 67 ENW
4 68 SNW
4 70 E
4 71 SNW
4 72 S
4 74 SN
4 75 EN
4 76 ENW
4 78 ES
4 80 ESN
4 81 SW
4 82 ESN
4 83 EW
4 84 ENW
4 85 SW
4 86 EN
4 87 ENW
4 89 E
4 90 ESW
4 91 ENW
4 92 SW
4 94 ES
4 95 EW
4 97 ESN
4 98 SNW
4 99 S
4 100 E
4 103 ESN
4 104 SNW
4 105 EN
4 106 SW
4 107 ESN
4 108 EW
4 109 ENW
4 110 SNW
4 111 SN
4 112 EN
4 113 ESW
4 114 EW
4 115 ESW
4 117 E
4 118 SW
4 119 ESN
5 0 ENW
5 1 ESW
5 3 ESN
5 4 EW
5 5 ENW
5 6 SW
5 7 EN
5 8 SW
5 10 EN
5 11 ENW
5 12 EW
5 13 SW
5 14 EN
5 15 ENW
5 16 ENW
5 17 ENW
