60 100
0 1 SN
0 2 EN
0 3 SNW
0 4 EN
0 6 SN
0 9 EN
0 10 ENW
0 11 ENW
0 12 ENW
0 14 ESN
0 15 SNW
0 16 EN
0 17 ENW
0 18 ENW
0 19 SNW
0 20 EN
0 21 ENW
0 23 ESN
0 24 SNW
0 25 EN
0 26 ENW
0 27 ENW
0 28 SNW
0 29 SN
0 30 SN
0 33 ESN
0 34 ENW
0 36 ESN
0 37 SNW
0 38 EN
0 39 SNW
0 40 EN
0 41 ENW
0 42 ENW
0 43 ENW
0 44 ENW
0 45 ENW
0 47 ESN
0 49 EN
0 50 ENW
0 51 ENW
0 52 SNW
0 53 EN
0 56 ESN
0 57 SNW
0 59 SN
0 61 EN
0 62 ENW
0 63 ENW
0 65 EN
0 66 SNW
0 67 SN
0 68 SN
0 70 SN
0 71 EN
0 72 ENW
0 73 ENW
0 74 SNW
0 76 EN
0 77 ENW
0 79 SN
0 80 ESN
0 81 ENW
0 82 SNW
0 85 SN
0 86 SN
0 87 SN
0 89 ESN
0 90 SNW
0 92 SN
0 93 SN
0 94 EN
0 95 ENW
0 96 ENW
0 99 ESN
1 1 ESN
1 3 EN
1 4 EW
1 5 ESW
1 7 ES
1 8 EW
1 9 ESW
1 10 SW
1 12 S
1 13 E
1 15 ESN
1 17 ES
1 18 EW
1 19 ENW
1 22 ES
1 23 SNW
1 24 SN
1 25 S
1 26 E
1 27 SW
1 29 ESN
1 30 SNW
1 31 ES
1 32 SW
1 33 SN
1 35 S
1 37 ESN
1 38 EW
1 39 SNW
1 40 E
1 41 SW
1 44 ES
1 45 SW
1 46 S
1 47 EN
1 48 ESW
1 49 SW
1 50 E
1 52 SN
1 53 ES
1 54 EW
1 55 ESW
1 56 SNW
1 57 EN
1 58 ESW
1 59 SNW
1 60 E
1 61 ESW
1 62 SW
1 64 E
1 65 ESW
1 66 ENW
1 68 SN
1 69 E
1 71 S
1 72 S
1 73 ES
1 75 ES
1 76 ESW
1 77 SW
1 78 S
1 79 EN
1 80 ENW
1 81 EW
1 82 ENW
1 83 ESW
1 84 EW
1 86 EN
1 87 SNW
1 89 ESN
1 90 ENW
1 91 SW
1 92 SN
1 93 EN
1 94 SW
1 97 ES
1 98 EW
1 99 ENW
2 0 ESW
2 2 E
2 3 ESW
2 4 SW
2 5 EN
2 7 ESN
2 8 EW
2 9 ENW
2 10 SNW
2 12 EN
2 13 EW
2 14 SW
2 16 ES
2 17 ENW
2 18 EW
2 19 SW
2 20 E
2 21 ESW
2 23 SN
2 24 EN
2 26 S
2 27 SN
2 28 E
2 29 SNW
2 30 EN
2 31 SNW
2 32 EN
2 34 ES
2 35 SNW
2 36 S
2 37 ESN
2 38 SW
2 39 EN
2 40 SW
2 41 SN
2 42 E
2 43 SW
2 44 SN
2 45 ESN
2 46 ENW
2 47 EW
2 49 SN
2 50 S
2 52 ESN
2 53 ENW
2 55 ESN
2 56 ENW
2 57 SW
2 59 EN
2 60 SW
2 62 SN
2 63 E
2 64 ESW
2 66 ES
2 67 SW
2 68 ESN
2 69 EW
2 70 ESW
2 72 EN
2 73 SNW
2 76 ESN
2 78 SN
2 80 S
2 81 S
2 82 S
2 83 EN
2 84 SW
2 85 ES
2 86 ESW
2 87 ENW
2 89 SN
2 90 ES
2 91 SNW
2 92 EN
2 93 ESW
2 94 SNW
2 95 ES
2 96 ESW
2 99 ES
3 1 ES
3 2 SW
3 3 EN
3 5 E
3 6 EW
3 7 ENW
3 8 EW
3 9 EW
3 10 ENW
3 11 EW
3 12 ESW
3 13 SW
3 14 SN
3 15 S
3 16 EN
3 17 EW
3 18 SW
3 20 S
3 21 ESN
3 23 ESN
3 24 ESW
3 25 SW
3 26 EN
3 27 SNW
3 28 ES
3 29 SNW
3 30 S
3 31 SN
3 32 S
3 33 S
3 35 ESN
3 36 SNW
3 37 SN
3 39 S
3 40 SN
3 41 SN
3 42 ES
3 43 SNW
3 44 EN
3 45 SNW
3 46 S
3 47 E
3 49 ESN
3 50 SNW
3 51 ES
3 52 ENW
3 55 SN
3 56 ES
3 57 SNW
3 58 E
3 60 EN
3 62 EN
3 63 SW
3 64 SN
3 66 ESN
3 68 ESN
3 70 SN
3 71 ES
3 72 ESW
3 73 SNW
3 74 E
3 75 ESW
3 76 ENW
3 77 SW
3 78 EN
3 79 SW
3 80 ESN
3 82 SN
3 83 S
3 84 ESN
3 85 SNW
3 86 SN
3 87 S
3 88 E
3 89 SNW
3 90 SN
3 91 EN
3 92 SW
3 93 EN
3 94 ENW
3 96 SN
3 97 ES
3 98 SW
3 99 ESN
4 0 ESW
4 1 ENW
4 2 ENW
4 4 ES
4 5 ESW
4 6 SW
4 7 E
4 8 SW
4 9 ES
4 10 SW
4 11 S
4 12 EN
4 13 ENW
4 14 ENW
4 15 SNW
4 16 E
4 17 SW
4 18 SN
4 19 S
4 20 EN
4 22 S
4 25 EN
4 26 EW
4 27 ENW
4 28 ENW
4 29 ENW
4 30 ENW
4 32 SN
4 33 SN
4 34 ES
4 35 ENW
4 36 ENW
4 38 E
4 39 SNW
4 40 EN
4 42 EN
4 43 ENW
4 45 ESN
4 47 ES
4 49 EN
4 50 SNW
4 53 E
4 55 EN
4 56 ENW
4 57 SNW
4 58 ES
4 59 ESW
4 60 SW
4 61 ES
4 62 ESW
4 63 ENW
4 65 S
4 66 ESN
4 67 EW
4 68 SNW
4 69 E
4 70 ENW
4 71 SNW
4 73 SN
4 74 E
4 76 ES
4 77 SNW
4 78 E
4 79 ENW
4 80 SNW
4 81 E
4 82 ENW
4 84 ESN
4 85 SNW
4 87 SN
4 88 S
4 89 EN
4 91 S
4 93 E
4 94 SW
4 96 SN
4 97 EN
4 99 EN
5 2 E
5 3 SW
5 5 EN
5 6 ENW
5 7 EW
5 8 ENW
5 12 S
5 13 S
5 14 ES
5 15 ENW
5 16 ESW
5 17 SNW
5 19 SN
5 20 S
5 21 E
5 22 SNW
5 23 ES
5 24 EW
5 25 SW
5 26 S
5 28 S
5 29 S
5 31 ES
5 32 ENW
5 34 ESN
5 35 EW
5 36 EW
5 37 EW
5 38 SW
5 40 S
5 41 E
5 42 ESW
5 43 SW
5 44 S
5 45 EN
5 46 SW
5 47 EN
5 48 EW
5 49 EW
5 50 ENW
5 51 EW
5 52 EW
5 53 EW
5 54 EW
5 55 ESW
5 56 EW
5 58 SN
5 59 ESN
5 60 SNW
5 61 SN
5 63 S
5 64 ES
5 66 SN
5 67 S
5 68 SN
5 69 S
5 71 ESN
5 72 ESW
5 76 SN
5 77 ESN
5 78 EW
5 79 EW
5 81 S
5 82 ES
5 85 SN
5 86 S
5 87 ESN
5 89 S
5 90 E
5 91 ENW
5 92 ESW
5 94 ESN
5 95 ESW
5 96 SNW
5 98 ES
5 99 ESW
6 0 ESW
6 1 EW
6 2 SW
6 3 EN
6 4 EW
6 5 EW
6 7 ES
6 8 EW
6 9 EW
6 10 ESW
6 11 SW
6 12 EN
6 14 SN
6 15 S
6 16 ESN
6 17 SNW
6 18 E
6 20 ESN
6 21 ESW
6 22 SNW
6 23 SN
6 24 S
6 25 EN
6 26 ENW
6 28 SN
6 29 EN
6 30 SW
6 31 ESN
6 32 SW
6 33 E
6 34 SNW
6 35 E
6 36 SW
6 38 ESN
6 39 EW
6 40 ENW
6 41 EW
6 42 SNW
6 44 EN
6 46 ESN
6 47 EW
6 48 ESW
6 50 S
6 51 ES
6 52 EW
6 53 ESW
6 54 ESW
6 57 S
6 59 SN
6 60 SN
6 61 SN
6 62 S
6 65 E
6 66 ENW
6 67 SNW
6 69 ESN
6 71 ESN
6 72 ENW
6 73 ESW
6 74 EW
6 75 ESW
6 76 SNW
6 78 E
6 79 EW
6 80 ESW
6 81 ENW
6 82 SNW
6 83 ES
6 84 ESW
6 85 SNW
6 88 ES
6 89 SNW
6 90 E
6 94 SN
6 96 SN
6 97 ES
6 99 ESN
7 1 E
7 2 SNW
7 4 E
7 5 EW
