27 9
0 0 S
0 1 SN
0 2 SN
0 3 EN
0 4 ENW
0 5 SNW
0 7 ESN
0 8 ENW
1 0 ENW
1 1 SNW
1 2 SN
1 4 ES
1 6 S
1 7 ESN
1 8 EW
2 0 SW
2 1 SN
2 3 S
2 4 SN
2 5 S
2 6 ESN
2 8 E
3 0 ENW
3 2 ES
3 3 SNW
3 5 EN
3 7 ES
3 8 ESW
4 0 EW
4 1 SW
4 3 EN
4 4 EW
4 5 ESW
4 7 ESN
4 8 ENW
5 0 EW
5 2 ES
5 4 ES
5 6 ES
5 8 ES
6 0 EW
6 2 ESN
6 3 SW
6 4 SN
6 5 E
6 6 SNW
6 8 ESN
7 0 SW
7 1 ES
7 2 SNW
7 3 EN
7 5 S
7 6 SN
7 7 S
7 8 EN
8 0 SNW
8 1 EN
8 2 SNW
8 4 S
8 5 SN
8 6 EN
8 8 ES
9 0 SNW
9 1 S
9 2 EN
9 3 EW
9 4 ENW
9 6 ES
9 7 SW
9 8 ESN
10 0 ENW
10 1 ENW
10 2 EW
10 3 EW
10 4 EW
10 5 EW
10 7 SN
10 8 EN
11 1 S
11 2 E
11 3 EW
11 4 SW
11 5 S
11 7 ESN
11 8 EW
12 0 ESW
12 2 S
12 3 ES
12 4 SNW
12 5 SN
12 6 ES
12 8 E
13 1 E
13 2 ENW
13 4 ESN
13 6 ESN
13 7 EW
13 8 ESW
14 0 EW
14 1 SW
14 4 EN
14 7 E
14 8 ENW
15 1 EN
15 2 ESW
15 3 EW
15 4 ESW
15 5 EW
15 6 EW
15 8 E
16 0 ESW
16 1 SW
16 2 EN
16 3 ESW
16 4 ENW
16 5 EW
16 6 EW
16 7 EW
16 8 ESW
17 1 SN
17 2 ES
17 3 SNW
17 4 E
17 5 EW
17 6 EW
17 8 ESN
18 0 SW
18 1 SN
18 2 SN
18 3 ESN
18 5 E
18 6 ESW
18 7 ESW
18 8 ENW
19 1 ESN
19 2 ENW
19 3 SNW
19 4 ES
19 6 SN
19 7 SN
19 8 ES
20 0 SW
20 2 S
20 3 EN
20 5 S
20 6 ESN
20 7 ENW
20 8 ENW
21 1 S
21 2 ESN
21 4 S
21 5 EN
21 6 SNW
21 7 E
21 8 EW
22 1 SN
22 2 ESN
22 3 SW
22 4 ESN
22 5 SW
22 7 S
22 8 ES
23 0 SW
23 2 SN
23 3 SN
23 4 ESN
23 5 SNW
23 6 S
23 8 ESN
24 2 SN
24 3 SN
24 4 EN
24 5 SNW
24 6 EN
24 8 EN
25 0 ESW
25 1 SW
25 2 ESN
25 4 S
25 5 EN
25 7 E
25 8 ESW
26 0 SNW
26 1 SN
26 2 SN
26 3 S
26 4 ESN
26 5 ESW
26 6 ESW
26 7 SW
